label,statement,party_affiliation,barely_true,false,half_true,mostly_true,speaker_length,job_title_length,state_category,total_history,truth_index,context_group,statement_length,proper_nouns,adjectives,other,lexical_diversity
2,Says the paperback edition of Mitt Romneys book deleted line that Massachusetts individual mandate should be the model for the country,republican,29.0,30.0,42.0,23.0,10,8.0,texas,142.0,0.427972027972028,live,134,0.1428571428571428,0.0476190476190476,0.1904761904761904,0.9047619047619048
2,"Maggie Hassan raised tuition, making it the highest in America.",republican,10.0,5.0,7.0,2.0,40,,other,29.0,0.36,campaign_ads,63,0.25,0.0833333333333333,0.25,1.0
1,Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.,republican,1.0,9.0,3.0,2.0,14,16.0,other,16.0,0.3294117647058823,live,91,0.2352941176470588,0.0,0.4117647058823529,0.8823529411764706
5,"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history",democrat,1.0,0.0,0.0,1.0,12,8.0,new york,2.0,0.4000000000000001,other,162,0.09375,0.09375,0.09375,0.8125
2,"We have towns in West Texas that are out of water, that are having to truck in water.",republican,0.0,2.0,2.0,0.0,10,30.0,texas,5.0,0.2666666666666666,other,85,0.1,0.0,0.25,0.8
3,"In Georgia, women earn 82 cents for every dollar earned by men.",democrat,0.0,0.0,1.0,0.0,13,16.0,other,1.0,0.3,campaign_ads,63,0.0714285714285714,0.0,0.2857142857142857,1.0
3,A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,other,0.0,0.0,0.0,0.0,12,70.0,other,0.0,0.0,other,169,0.0303030303030303,0.0606060606060606,0.3636363636363636,0.8181818181818182
2,"They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.",republican,62.0,114.0,51.0,37.0,12,15.0,new york,325.0,0.3306748466257669,broadcast,129,0.0,0.0357142857142857,0.2857142857142857,0.8888888888888888
1,Sen. Obama's campaign announced that he's choosing his cabinet.,republican,31.0,38.0,31.0,37.0,11,12.0,other,145.0,0.4671232876712328,live,63,0.1666666666666666,0.0,0.1666666666666666,0.9166666666666666
4,"In 2008, only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out.",democrat,0.0,0.0,0.0,0.0,18,,texas,0.0,0.0,broadcast,109,0.0909090909090909,0.0,0.3181818181818182,0.8636363636363636
1,Only 2 percent of public high schools in the country offer PE classes.,democrat,0.0,1.0,1.0,4.0,14,,illinois,6.0,0.5714285714285714,broadcast,70,0.0714285714285714,0.1428571428571428,0.2142857142857142,1.0
4,"Said he's the only Republican candidate ""who's actually turned around a government economy.""",republican,9.0,11.0,10.0,6.0,13,8.0,new york,39.0,0.415,live,92,0.1111111111111111,0.0555555555555555,0.3333333333333333,0.9444444444444444
5,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",republican,1.0,0.0,0.0,0.0,13,7.0,other,1.0,0.2,broadcast,124,0.2083333333333333,0.0833333333333333,0.25,1.0
4,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.",other,1.0,0.0,0.0,0.0,14,,texas,1.0,0.2,other,108,0.0526315789473684,0.1052631578947368,0.3157894736842105,0.6842105263157895
1,"Under Mayor Cicilline, [Providence] was a sanctuary city.",other,0.0,2.0,0.0,0.0,12,14.0,other,5.0,0.0666666666666666,official,57,0.4166666666666667,0.0833333333333333,0.25,1.0
0,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,democrat,1.0,0.0,1.0,0.0,14,46.0,texas,2.0,0.3333333333333333,other,76,0.0769230769230769,0.0769230769230769,0.2307692307692307,1.0
5,"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.",republican,34.0,32.0,58.0,33.0,11,15.0,other,176.0,0.4587570621468926,other,139,0.3478260869565217,0.0434782608695652,0.1304347826086956,1.0
1,"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.",republican,63.0,113.0,51.0,37.0,12,15.0,new york,325.0,0.3312883435582822,broadcast,121,0.1428571428571428,0.0357142857142857,0.25,0.8214285714285714
2,U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,republican,0.0,0.0,0.0,0.0,13,,other,0.0,0.0,campaign_ads,106,0.2777777777777778,0.0,0.2777777777777778,0.9444444444444444
2,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,republican,27.0,23.0,38.0,34.0,10,8.0,florida,129.0,0.5030769230769231,broadcast,94,0.2352941176470588,0.0588235294117647,0.2941176470588235,0.9411764705882352
5,"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",democrat,12.0,6.0,2.0,2.0,15,8.0,other,25.0,0.3384615384615385,live,122,0.12,0.04,0.2,1.0
2,"Under Obama, home values in Florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",republican,33.0,32.0,58.0,33.0,11,15.0,other,175.0,0.459090909090909,campaign_ads,117,0.0909090909090909,0.0454545454545454,0.2272727272727272,0.9545454545454546
4,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",democrat,0.0,0.0,0.0,0.0,17,20.0,other,0.0,0.0,broadcast,159,0.0344827586206896,0.1379310344827586,0.3448275862068966,0.9655172413793104
4,The only time in our history when the debt has been higher than this was the end of World War II.,other,0.0,0.0,0.0,0.0,10,44.0,other,0.0,0.0,official,97,0.1363636363636363,0.0909090909090909,0.2727272727272727,0.9090909090909092
4,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,democrat,70.0,71.0,160.0,162.0,12,9.0,illinois,472.0,0.5661733615221987,live,97,0.0,0.1176470588235294,0.2941176470588235,0.8823529411764706
5,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.",other,7.0,6.0,3.0,5.0,11,9.0,other,22.0,0.4260869565217391,broadcast,115,0.0,0.0434782608695652,0.3478260869565217,0.8695652173913043
1,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,democrat,0.0,0.0,1.0,0.0,11,22.0,new york,1.0,0.3,other,87,0.2142857142857142,0.0,0.2142857142857142,1.0
2,Says one out of three U.S. homeless men is a veteran.,other,0.0,0.0,0.0,0.0,25,,other,0.0,0.0,official,53,0.0833333333333333,0.0833333333333333,0.3333333333333333,1.0
1,Says Charlie Crist supports cuts to the Medicare Advantage program.,republican,10.0,5.0,6.0,6.0,24,,other,31.0,0.41875,social_media,67,0.3636363636363636,0.0,0.2727272727272727,1.0
3,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,democrat,1.0,0.0,0.0,0.0,13,21.0,florida,1.0,0.2,other,187,0.088235294117647,0.1176470588235294,0.2058823529411764,0.9117647058823528
5,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,democrat,3.0,0.0,4.0,2.0,14,7.0,other,9.0,0.52,official,97,0.1333333333333333,0.0666666666666666,0.1333333333333333,1.0
3,"At some point in their lives, 99% of women use birth control.",democrat,0.0,0.0,0.0,0.0,10,34.0,wisconsin,0.0,0.0,official,61,0.0,0.0666666666666666,0.2666666666666666,1.0
1,"In the past 20 years, Egypt has made great strides in political and democratic reform.",other,0.0,0.0,0.0,0.0,13,,other,0.0,0.0,broadcast,86,0.0588235294117647,0.2352941176470588,0.2352941176470588,0.9411764705882352
1,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,republican,2.0,4.0,2.0,8.0,9,,texas,16.0,0.5411764705882353,broadcast,113,0.15,0.0,0.3,0.9
5,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,democrat,0.0,0.0,1.0,0.0,11,,florida,1.0,0.3,campaign_ads,66,0.3333333333333333,0.0,0.25,1.0
3,"In Rick Perrys Texas, we import nurses ... from other countries.",democrat,2.0,3.0,4.0,7.0,10,23.0,texas,19.0,0.47,live,64,0.2307692307692307,0.0769230769230769,0.2307692307692307,1.0
4,There is a federal criminal law that says its a crime to transport dentures across state lines.,republican,0.0,1.0,4.0,2.0,13,16.0,other,7.0,0.525,broadcast,95,0.0,0.0555555555555555,0.3333333333333333,0.9444444444444444
4,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,democrat,0.0,4.0,2.0,7.0,11,12.0,other,13.0,0.5428571428571429,social_media,131,0.0,0.0833333333333333,0.3333333333333333,1.0
2,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",democrat,10.0,10.0,21.0,16.0,9,12.0,other,61.0,0.5064516129032258,live,72,0.1333333333333333,0.0666666666666666,0.4,1.0
1,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,other,0.0,0.0,0.0,0.0,10,38.0,texas,0.0,0.0,other,88,0.0625,0.125,0.25,0.9375
1,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",republican,31.0,38.0,31.0,37.0,11,12.0,other,145.0,0.4671232876712328,official,63,0.2,0.0,0.4666666666666667,0.8
5,I belong to the AFL-CIO.,republican,30.0,30.0,42.0,23.0,10,8.0,texas,143.0,0.4277777777777778,other,24,0.1666666666666666,0.0,0.5,1.0
4,The insurance commissioner cant do squat about health care.,republican,0.0,0.0,0.0,0.0,13,,other,0.0,0.0,broadcast,59,0.0,0.0,0.2,1.0
3,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,republican,34.0,32.0,57.0,33.0,11,15.0,other,175.0,0.4579545454545454,other,112,0.1818181818181818,0.0454545454545454,0.3181818181818182,1.0
2,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.",republican,33.0,32.0,58.0,33.0,11,15.0,other,175.0,0.459090909090909,broadcast,142,0.2,0.0,0.2,0.88
2,Says David Jolly supports privatizing Social Security.,democrat,4.0,4.0,4.0,5.0,24,,florida,20.0,0.419047619047619,other,54,0.5,0.0,0.125,1.0
5,Did you know US population growth is at its lowest since the Great Depression?,other,0.0,0.0,0.0,1.0,13,19.0,other,1.0,0.4,social_media,78,0.2,0.1333333333333333,0.1333333333333333,1.0
4,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",republican,2.0,3.0,4.0,2.0,16,20.0,florida,11.0,0.45,other,161,0.032258064516129,0.1290322580645161,0.1612903225806451,0.935483870967742
5,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",other,1.0,0.0,0.0,0.0,12,25.0,other,1.0,0.2,other,101,0.0,0.1,0.3,0.95
4,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,other,0.0,0.0,0.0,0.0,29,,other,0.0,0.0,social_media,199,0.0,0.0833333333333333,0.2777777777777778,0.8611111111111112
1,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,other,1.0,0.0,0.0,0.0,35,,other,1.0,0.2,other,157,0.1538461538461538,0.0384615384615384,0.2692307692307692,0.9230769230769232
0,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",other,0.0,0.0,0.0,0.0,30,,other,0.0,0.0,official,127,0.0434782608695652,0.0869565217391304,0.3478260869565217,0.9130434782608696
4,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.",democrat,2.0,2.0,3.0,0.0,23,18.0,other,7.0,0.375,live,100,0.0476190476190476,0.0476190476190476,0.4761904761904761,1.0
4,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",republican,7.0,6.0,5.0,6.0,15,22.0,other,24.0,0.472,broadcast,194,0.2162162162162162,0.027027027027027,0.2702702702702703,0.8378378378378378
1,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.",republican,63.0,113.0,51.0,37.0,12,15.0,new york,325.0,0.3312883435582822,live,166,0.1081081081081081,0.054054054054054,0.2432432432432432,0.8648648648648649
5,Sen. Obama has always had a 100 percent prochoice rating.,democrat,70.0,71.0,160.0,163.0,12,9.0,illinois,473.0,0.5666666666666668,other,57,0.1818181818181818,0.0,0.2727272727272727,1.0
3,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",democrat,0.0,0.0,3.0,0.0,12,22.0,other,3.0,0.4499999999999999,live,147,0.0714285714285714,0.0,0.3928571428571428,0.8928571428571429
5,The (federal) debt is growing by more than $4 billion a day.,republican,30.0,30.0,42.0,23.0,10,8.0,texas,143.0,0.4277777777777778,other,60,0.0,0.125,0.5,1.0
3,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",democrat,0.0,0.0,1.0,1.0,11,12.0,other,2.0,0.4666666666666666,broadcast,123,0.1363636363636363,0.0,0.2727272727272727,0.9545454545454546
1,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.",democrat,12.0,5.0,2.0,2.0,15,8.0,other,24.0,0.3440000000000001,live,95,0.05,0.05,0.35,0.8
4,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,republican,26.0,41.0,32.0,39.0,12,26.0,wisconsin,149.0,0.46,live,132,0.05,0.1,0.15,0.85
3,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",republican,14.0,6.0,9.0,10.0,11,,wisconsin,40.0,0.4926829268292683,broadcast,157,0.0606060606060606,0.0303030303030303,0.3636363636363636,0.8181818181818182
3,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.",democrat,0.0,1.0,3.0,7.0,13,21.0,other,11.0,0.6333333333333334,broadcast,132,0.0833333333333333,0.0416666666666666,0.2916666666666667,0.8333333333333334
2,Says Obama promised unemployment would never go above 8 percent.,republican,18.0,6.0,16.0,14.0,9,19.0,wisconsin,56.0,0.512280701754386,live,64,0.0909090909090909,0.0,0.2727272727272727,1.0
5,The economy is creating jobs at the fastest pace since 1999.,democrat,70.0,71.0,160.0,163.0,12,9.0,illinois,473.0,0.5666666666666668,campaign_ads,60,0.0,0.0833333333333333,0.3333333333333333,0.9166666666666666
4,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,republican,2.0,1.0,4.0,3.0,11,,florida,10.0,0.5272727272727273,official,87,0.5333333333333333,0.0,0.1333333333333333,1.0
4,"In a majority of states, you can now marry freely, but can still be fired for who you love.",democrat,1.0,2.0,2.0,2.0,10,36.0,wisconsin,7.0,0.45,official,91,0.0,0.0,0.3181818181818182,0.8636363636363636
0,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,other,7.0,19.0,3.0,5.0,12,,other,77.0,0.158974358974359,other,110,0.4736842105263157,0.0,0.1578947368421052,0.9473684210526316
0,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",democrat,11.0,10.0,21.0,16.0,9,12.0,other,61.0,0.5129032258064516,campaign_ads,97,0.2222222222222222,0.0555555555555555,0.3333333333333333,0.9444444444444444
1,"About half of the presidents have been governors; half of them, senators.",republican,36.0,32.0,15.0,19.0,8,7.0,texas,110.0,0.4054054054054054,other,73,0.0,0.0,0.2666666666666666,0.8666666666666667
4,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",democrat,40.0,29.0,69.0,75.0,15,22.0,new york,220.0,0.5574660633484163,other,111,0.1538461538461538,0.0,0.4615384615384615,0.9615384615384616
4,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",democrat,1.0,0.0,1.0,2.0,17,40.0,other,5.0,0.4333333333333333,live,87,0.0588235294117647,0.1176470588235294,0.3529411764705882,0.9411764705882352
5,Says 88 Texas constables have died in the line of duty.,democrat,0.0,0.0,0.0,1.0,12,36.0,texas,1.0,0.4,official,55,0.0833333333333333,0.0,0.25,1.0
4,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",republican,10.0,6.0,6.0,5.0,24,,other,31.0,0.4,broadcast,74,0.1875,0.0625,0.3125,0.9375
4,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",republican,1.0,0.0,0.0,0.0,9,12.0,ohio,1.0,0.2,official,122,0.0434782608695652,0.0869565217391304,0.4347826086956521,0.9565217391304348
